code;bahnhof_haltestelle;bezugsjahr;kanton;eigner;dtv;dwv;dnwv;bemerkungen;remarques;note;remarks;geopos;lod
AA;Aarau;2018;AG;SBB;37900;44800;22700.0;Ohne AVA.;Sans AVA.;Senza AVA.;Without AVA.;47.3913553369, 8.05125354274;http://lod.opentransportdata.swiss/didok/8502113
AD;Aadorf;2018;TG;SBB;1700;2000;1000.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4881178542, 8.90328450849;http://lod.opentransportdata.swiss/didok/8506013
ADZ;Ardez;2018;GR;RhB;240;250;240.0;;;;;46.7735451754, 10.2010487691;http://lod.opentransportdata.swiss/didok/8509266
AE;Aesch;2018;BL;SBB;2000;2400;1300.0;;;;;47.4677359724, 7.60305476436;http://lod.opentransportdata.swiss/didok/8500117
AF;Affoltern am Albis;2018;ZH;SBB;6800;8100;4000.0;;;;;47.276064074, 8.44658239143;http://lod.opentransportdata.swiss/didok/8502224
AL;Altdorf;2018;UR;SBB;460;500;390.0;;;;;46.8757407268, 8.63156572016;http://lod.opentransportdata.swiss/didok/8505113
ALD;Luzern Allmend;2018;LU;ZB;1600;1600;1600.0;;;;;47.0350821216, 8.30330764098;http://lod.opentransportdata.swiss/didok/8508321
ALL;Allaman;2018;VD;CFF;3400;4100;1700.0;;;;;46.4757395273, 6.39970400408;http://lod.opentransportdata.swiss/didok/8501035
ALTD;Altendorf;2018;SZ;SBB;850;980;560.0;;;;;47.193966384, 8.82288898291;http://lod.opentransportdata.swiss/didok/8503211
BAA;Baar;2018;ZG;SBB;8900;10700;5000.0;;;;;47.1953625991, 8.52325583517;http://lod.opentransportdata.swiss/didok/8502206
BAE;Bäch;2018;SZ;SBB;520;570;420.0;;;;;47.2009791623, 8.72716324608;http://lod.opentransportdata.swiss/didok/8503208
BCT;Boncourt;2018;JU;CFF;200;240;100.0;;;;;47.4926207616, 7.01654285948;http://lod.opentransportdata.swiss/didok/8500128
BD;Baden;2018;AG;SBB;32100;37600;19900.0;;;;;47.476420225, 8.3076927631;http://lod.opentransportdata.swiss/didok/8503504
BEBR;Bergün/Bravuogn;2018;GR;RhB;860;770;1100.0;;;;;46.6310688834, 9.74675138258;http://lod.opentransportdata.swiss/didok/8509197
BGL;Bürglen;2018;TG;SBB;680;760;490.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5491005107, 9.14985544325;http://lod.opentransportdata.swiss/didok/8506106
BITS;Bitsch;2018;VS;MGB;230;260;180.0;;;;;46.3360623354, 8.01722222212;http://lod.opentransportdata.swiss/didok/8501677
BLL;Ballwil;2018;LU;SBB;630;710;450.0;;;;;47.1537643847, 8.31688138659;http://lod.opentransportdata.swiss/didok/8502023
BMA;Bauma;2018;ZH;SBB;640;670;600.0;;;;;47.3688358029, 8.87821095251;http://lod.opentransportdata.swiss/didok/8503134
BN;Bern;2018;BE;SBB;184000;206400;134100.0;Ohne RBS und TPF.;Sans RBS et TPF.;Senza RBS e TPF.;Without RBS and TPF.;46.948824497, 7.43911900576;http://lod.opentransportdata.swiss/didok/8507000
BON;Bonstetten-Wettswil;2018;ZH;SBB;3500;4200;2000.0;;;;;47.3258957392, 8.46817514105;http://lod.opentransportdata.swiss/didok/8502222
BONI;Boniswil;2018;AG;SBB;300;330;250.0;;;;;47.3150345145, 8.1845453245;http://lod.opentransportdata.swiss/didok/8502032
BOU;Bouveret;2018;VS;CFF;470;530;330.0;;;;;46.3858098753, 6.85324188489;http://lod.opentransportdata.swiss/didok/8501426
BS;Basel SBB;2018;BS;SBB;99800;111000;75000.0;Einsteigende in Richtung Ausland und Aussteigende aus dem Ausland sind nur zum Teil erfasst.;Les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.;Sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.;Passengers boarding and alighting to/from abroad are only partially recorded.;47.5474041527, 7.58955146721;http://lod.opentransportdata.swiss/didok/8500010
BSC;Bassecourt;2018;JU;CFF;960;1100;570.0;;;;;47.3366812155, 7.24684027661;http://lod.opentransportdata.swiss/didok/8500122
BTW;Bettwiesen;2018;TG;THURBO;200;240;120.0;;;;;47.498616599, 9.02076959637;http://lod.opentransportdata.swiss/didok/8506182
BWL;Birrwil;2018;AG;SBB;180;200;150.0;;;;;47.2878476573, 8.19899810707;http://lod.opentransportdata.swiss/didok/8502033
BX;Buix;2018;JU;CFF;50;60;50.0;;;;;47.4793218519, 7.02995536103;http://lod.opentransportdata.swiss/didok/8500144
CC;Concise;2018;VD;CFF;50;60;50.0;;;;;46.8508695027, 6.72316155773;http://lod.opentransportdata.swiss/didok/8504203
CDM;Champ-du-Moulin;2018;NE;CFF;80;70;100.0;;;;;46.95990299, 6.77498412319;http://lod.opentransportdata.swiss/didok/8504217
CDUE;Cavadürli;2018;GR;RhB;50;50;50.0;;;;;46.8704048596, 9.8680252622;http://lod.opentransportdata.swiss/didok/8509069
CGY;Cugy FR;2018;FR;CFF;370;460;160.0;;;;;46.8160232571, 6.88916300569;http://lod.opentransportdata.swiss/didok/8504133
CH;Chur;2018;GR;SBB;24300;24900;23000.0;;;;;46.8530797552, 9.52892561961;http://lod.opentransportdata.swiss/didok/8509000
CHA;Chamoson;2018;VS;CFF;230;270;140.0;;;;;46.1888353853, 7.2410985744;http://lod.opentransportdata.swiss/didok/8501504
CHWE;Chur West;2018;GR;RhB;540;660;280.0;;;;;46.849937439, 9.51272326914;http://lod.opentransportdata.swiss/didok/8509050
CN;Corcelles-Nord;2018;VD;CFF;160;190;110.0;;;;;46.8352524718, 6.96028758905;http://lod.opentransportdata.swiss/didok/8504123
COI;Vernier;2018;GE;CFF;760;980;270.0;;;;;46.2207092326, 6.09389439216;http://lod.opentransportdata.swiss/didok/8501007
CORM;Cormoret;2018;BE;CFF;60;70;50.0;;;;;47.1729358067, 7.05412061848;http://lod.opentransportdata.swiss/didok/8504308
CORN;Cornaux;2018;NE;CFF;440;540;210.0;;;;;47.0385599223, 7.0233637328;http://lod.opentransportdata.swiss/didok/8504223
CORS;Corseaux-Cornalles;2018;VD;CFF;70;80;50.0;;;;;46.4704453244, 6.8247755489;http://lod.opentransportdata.swiss/didok/8504040
COS;Cossonay-Penthalaz;2018;VD;CFF;3100;3700;1800.0;Ohne MBC.;Sans MBC.;Senza MBC.;Without MBC.;46.6060023579, 6.5236830353;http://lod.opentransportdata.swiss/didok/8501115
CTM;Courtemaîche;2018;JU;CFF;90;110;50.0;;;;;47.4558625333, 7.05537172567;http://lod.opentransportdata.swiss/didok/8500127
DAGL;Davos Glaris;2018;GR;RhB;100;100;100.0;;;;;46.7455671271, 9.77993205057;http://lod.opentransportdata.swiss/didok/8509076
DAV;Davos Platz;2018;GR;RhB;2500;2500;2500.0;;;;;46.7914664266, 9.82072566153;http://lod.opentransportdata.swiss/didok/8509073
DAW;Davos Wolfgang;2018;GR;RhB;70;70;80.0;;;;;46.8319650347, 9.85455367613;http://lod.opentransportdata.swiss/didok/8509071
DEN;Denges-Echandens;2018;VD;CFF;350;430;180.0;;;;;46.5291203863, 6.54050855527;http://lod.opentransportdata.swiss/didok/8501045
DIS;Disentis/Mustér;2018;GR;RhB;1800;1900;1600.0;;;;;46.7049782556, 8.85502182084;http://lod.opentransportdata.swiss/didok/8509179
DMT;Delémont;2018;JU;CFF;6900;7900;4600.0;;;;;47.3620006555, 7.35005384248;http://lod.opentransportdata.swiss/didok/8500109
DN;Deitingen;2018;SO;SBB;580;670;370.0;;;;;47.218217892, 7.61889907416;http://lod.opentransportdata.swiss/didok/8500209
DOR;Dornach-Arlesheim;2018;BL;SBB;4800;5600;3100.0;;;;;47.488608339, 7.61110691339;http://lod.opentransportdata.swiss/didok/8500118
DOT;Dottikon-Dintikon;2018;AG;SBB;1600;1900;730.0;;;;;47.3736425259, 8.23468774088;http://lod.opentransportdata.swiss/didok/8502212
ECL;Eclépens;2018;VD;CFF;260;330;80.0;;;;;46.6571840947, 6.55242099774;http://lod.opentransportdata.swiss/didok/8501114
EDA;Ennenda;2018;GL;SBB;580;630;460.0;;;;;47.0329570685, 9.07718226126;http://lod.opentransportdata.swiss/didok/8503231
EGL;Eglisau;2018;ZH;SBB;1600;1900;1100.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.5723728054, 8.51653513851;http://lod.opentransportdata.swiss/didok/8503402
EK;Ebnat-Kappel;2018;SG;SOB;440;480;360.0;;;;;47.2636596831, 9.12097543526;http://lod.opentransportdata.swiss/didok/8506297
EMSW;Ems Werk;2018;GR;RhB;320;430;80.0;;;;;46.8286449514, 9.43039396268;http://lod.opentransportdata.swiss/didok/8509182
EP;Ependes;2018;VD;CFF;100;130;60.0;;;;;46.7464094417, 6.60765826253;http://lod.opentransportdata.swiss/didok/8501110
EST;Estavayer-le-Lac;2018;FR;CFF;1300;1500;760.0;;;;;46.8444961926, 6.84295890069;http://lod.opentransportdata.swiss/didok/8504132
FA;Faido;2018;TI;FFS;180;190;140.0;;;;;46.48307671, 8.79070214577;http://lod.opentransportdata.swiss/didok/8505204
FID;Fideris;2018;GR;RhB;50;50;50.0;;;;;46.922367674, 9.73375699397;http://lod.opentransportdata.swiss/didok/8509063
FIE;Fiesch;2018;VS;MGB;1000;1000;1000.0;;;;;46.4031361683, 8.13264349687;http://lod.opentransportdata.swiss/didok/8501672
FLA;Flawil;2018;SG;SBB;3500;4100;2200.0;;;;;47.4151898192, 9.1897661689;http://lod.opentransportdata.swiss/didok/8506209
FRB;Freienbach SBB;2018;SZ;SBB;490;560;330.0;;;;;47.2073074882, 8.75619939808;http://lod.opentransportdata.swiss/didok/8503210
FRIN;Frinvillier-Taubenloch;2018;BE;CFF;130;130;130.0;;;;;47.1694441249, 7.25752019856;http://lod.opentransportdata.swiss/didok/8504301
FTAN;Ftan;2018;GR;RhB;50;50;50.0;;;;;46.7876527997, 10.2579909878;http://lod.opentransportdata.swiss/didok/8509267
FURN;Furna;2018;GR;RhB;50;50;50.0;;;;;46.9397805468, 9.70894583053;http://lod.opentransportdata.swiss/didok/8509061
GE;Genève;2018;GE;CFF;60500;70700;37700.0;Einsteigende in Richtung Ausland und Aussteigende aus dem Ausland sind nur zum Teil erfasst.;Les personnes montant et descendant des trains de et vers l’étranger ne sont que partiellement recensées.;Sono considerati solo in parte i passeggeri dall’estero che salgono e scendono dai treni.;Passengers boarding and alighting to/from abroad are only partially recorded.;46.2102022669, 6.14245302875;http://lod.opentransportdata.swiss/didok/8501008
GI;Giswil;2018;OW;ZB;960;1000;820.0;;;;;46.8365341912, 8.18630914667;http://lod.opentransportdata.swiss/didok/8508312
GLO;Glovelier;2018;JU;CFF;890;1000;610.0;Ohne CJ.;Sans CJ.;Senza CJ.;Without CJ.;47.3352002384, 7.20929652415;http://lod.opentransportdata.swiss/didok/8500123
GM;Granges-Marnand;2018;VD;CFF;390;490;170.0;;;;;46.7588357696, 6.89428928731;http://lod.opentransportdata.swiss/didok/8504122
GREL;Grellingen;2018;BL;SBB;1500;1700;1100.0;;;;;47.4412906001, 7.59198326877;http://lod.opentransportdata.swiss/didok/8500115
GS;Grenchen Süd;2018;SO;SBB;5000;6000;2800.0;;;;;47.1887666151, 7.39817426522;http://lod.opentransportdata.swiss/didok/8500202
GSAG;Emmenbrücke Gersag;2018;LU;SBB;3400;3800;2400.0;;;;;47.0783132004, 8.27679952708;http://lod.opentransportdata.swiss/didok/8502028
GSK;Gisikon-Root;2018;LU;SBB;1100;1300;760.0;;;;;47.1213263146, 8.39477668629;http://lod.opentransportdata.swiss/didok/8502201
GUEB;Gübsensee;2018;AR;SOB;50;50;50.0;;;;;47.3979011244, 9.31675442795;http://lod.opentransportdata.swiss/didok/8506287
GUET;Güttingen;2018;TG;SBB;320;340;270.0;;;;;47.6087494286, 9.29222710394;http://lod.opentransportdata.swiss/didok/8506124
GUN;Guntershausen;2018;TG;SBB;350;410;240.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4741351028, 8.91701626605;http://lod.opentransportdata.swiss/didok/8506012
HD;Hallwil;2018;AG;SBB;180;200;120.0;;;;;47.3286359778, 8.17593763411;http://lod.opentransportdata.swiss/didok/8502031
HEBG;Heerbrugg;2018;SG;SBB;3800;4500;2200.0;;;;;47.4103853071, 9.62724352946;http://lod.opentransportdata.swiss/didok/8506317
HEBR;Herbriggen;2018;VS;MGB;130;120;160.0;;;;;46.1321479991, 7.79164351189;http://lod.opentransportdata.swiss/didok/8501686
HET;Hettlingen;2018;ZH;SBB;660;730;490.0;;;;;47.5454376137, 8.69481326415;http://lod.opentransportdata.swiss/didok/8506045
HIK;Hitzkirch;2018;LU;SBB;850;990;520.0;;;;;47.2226679578, 8.25198154865;http://lod.opentransportdata.swiss/didok/8502027
HN;Horn;2018;TG;SBB;510;560;400.0;;;;;47.493176824, 9.46337580999;http://lod.opentransportdata.swiss/didok/8506307
HUCH;Hünenberg Chämleten;2018;ZG;SBB;250;270;210.0;;;;;47.1691518563, 8.44989778178;http://lod.opentransportdata.swiss/didok/8502306
IO;Interlaken Ost;2018;BE;ZB;11500;11200;12200.0;"Ohne BOB; Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.";"Sans BOB; valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.";"Senza BOB; valore medio 2018 compromesso dallo sbarramento di tratta.";"Without BOB; average value for 2018 impacted by line closure.";46.6905054601, 7.86900513744;http://lod.opentransportdata.swiss/didok/8507492
ISL;Islikon;2018;TG;SBB;900;1000;590.0;;;;;47.5478354373, 8.84618065529;http://lod.opentransportdata.swiss/didok/8506019
KAB;Kaltbrunn;2018;SG;SBB;250;290;160.0;;;;;47.2179781456, 9.02241755712;http://lod.opentransportdata.swiss/didok/8503117
KAI;Kaiserstuhl OW;2018;OW;ZB;160;150;170.0;;;;;46.8143668075, 8.17550583177;http://lod.opentransportdata.swiss/didok/8508311
KE;Kemptthal;2018;ZH;SBB;630;750;370.0;;;;;47.452833265, 8.70557069755;http://lod.opentransportdata.swiss/didok/8503304
KKO;Kölliken Oberdorf;2018;AG;SBB;210;250;130.0;;;;;47.3246738705, 8.01907059825;http://lod.opentransportdata.swiss/didok/8502122
KL;Kloten;2018;ZH;SBB;5000;5700;3600.0;;;;;47.4486070251, 8.58379121249;http://lod.opentransportdata.swiss/didok/8503308
KLB;Kloten Balsberg;2018;ZH;SBB;1500;1800;800.0;;;;;47.4422864693, 8.57070137795;http://lod.opentransportdata.swiss/didok/8503309
KNO;Knonau;2018;ZH;SBB;1000;1200;680.0;;;;;47.2202591199, 8.4667085831;http://lod.opentransportdata.swiss/didok/8502226
KRM;Kriens Mattenhof;2018;LU;ZB;1600;1900;1100.0;;;;;47.0266153509, 8.30236875;http://lod.opentransportdata.swiss/didok/8516351
KURZ;Kurzrickenbach Seepark;2018;TG;SBB;450;520;310.0;;;;;47.6430854799, 9.19634957486;http://lod.opentransportdata.swiss/didok/8506119
LDS;Landschlacht;2018;TG;SBB;250;260;210.0;;;;;47.6288954671, 9.24694004807;http://lod.opentransportdata.swiss/didok/8588122
LEN;Lengnau;2018;BE;SBB;1200;1400;710.0;;;;;47.1794233382, 7.36654652735;http://lod.opentransportdata.swiss/didok/8500201
LFG;Laufenburg;2018;AG;SBB;800;900;580.0;;;;;47.5597640916, 8.06127319304;http://lod.opentransportdata.swiss/didok/8500322
LON;Lonay-Préverenges;2018;VD;CFF;300;370;150.0;;;;;46.5231229916, 6.51954667355;http://lod.opentransportdata.swiss/didok/8501048
LSA;La Sarraz;2018;VD;CFF;920;1100;480.0;;;;;46.6587767613, 6.51736524915;http://lod.opentransportdata.swiss/didok/8501108
LUN;Lungern;2018;OW;ZB;450;450;460.0;;;;;46.7863494029, 8.16355874167;http://lod.opentransportdata.swiss/didok/8508310
LUT;Luterbach-Attisholz;2018;SO;SBB;850;980;560.0;;;;;47.2171432544, 7.58351524915;http://lod.opentransportdata.swiss/didok/8500208
MAEG;Mägenwil;2018;AG;SBB;810;1000;340.0;;;;;47.4145021864, 8.23513921004;http://lod.opentransportdata.swiss/didok/8502106
MAEN;Männedorf;2018;ZH;SBB;4900;5800;3100.0;;;;;47.2534223208, 8.69233239506;http://lod.opentransportdata.swiss/didok/8503106
MDE;Melide;2018;TI;FFS;750;810;610.0;;;;;45.9557228958, 8.9483527013;http://lod.opentransportdata.swiss/didok/8505302
MELS;Mels;2018;SG;SBB;280;320;200.0;;;;;47.053743904, 9.41774577748;http://lod.opentransportdata.swiss/didok/8509412
MERL;Merlischachen;2018;SZ;SBB;190;210;160.0;;;;;47.0676559849, 8.40903921336;http://lod.opentransportdata.swiss/didok/8505011
MOE;Möhlin;2018;AG;SBB;3700;4400;2200.0;;;;;47.5618497594, 7.83385418673;http://lod.opentransportdata.swiss/didok/8500302
MPF;Mumpf;2018;AG;SBB;1100;1300;640.0;;;;;47.5476175889, 7.90961301385;http://lod.opentransportdata.swiss/didok/8500303
MSCH;Münsterlingen-Scherzingen;2018;TG;SBB;330;350;270.0;;;;;47.6334235783, 9.2269983596;http://lod.opentransportdata.swiss/didok/8506126
MSPI;Münsterlingen Spital;2018;TG;SBB;490;590;250.0;;;;;47.6320503917, 9.23610817435;http://lod.opentransportdata.swiss/didok/8506143
MST;Münchenstein;2018;BL;SBB;590;700;330.0;;;;;47.5133857839, 7.61758557051;http://lod.opentransportdata.swiss/didok/8500119
MTL;Marthalen;2018;ZH;SBB;1600;1800;1100.0;;;;;47.6310755053, 8.65609788009;http://lod.opentransportdata.swiss/didok/8506048
NAET;Nätschen;2018;UR;MGB;310;260;430.0;;;;;46.6424309927, 8.61294775707;http://lod.opentransportdata.swiss/didok/8505170
NB;Niederbipp;2018;BE;SBB;640;750;410.0;Ohne asm.;Sans ASM.;Senza ASM.;Without ASM.;47.2703963923, 7.69480825358;http://lod.opentransportdata.swiss/didok/8500211
NET;Netstal;2018;GL;SBB;840;960;590.0;;;;;47.0645276001, 9.05942421662;http://lod.opentransportdata.swiss/didok/8503228
NID;Nidfurn-Haslen;2018;GL;SBB;120;120;120.0;Ohne Bahnbusse.;Sans bus de ligne.;Senza autobus della ferrovia.;Without rail buses.;46.9858964537, 9.05925879887;http://lod.opentransportdata.swiss/didok/8503234
OAB;Oberried am Brienzersee;2018;BE;ZB;140;150;120.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;46.736557734, 7.95891948093;http://lod.opentransportdata.swiss/didok/8508303
OB;Oberbuchsiten;2018;SO;SBB;730;850;450.0;;;;;47.3052431626, 7.77171069136;http://lod.opentransportdata.swiss/didok/8500213
OEF;Oberentfelden;2018;AG;SBB;870;1000;520.0;;;;;47.3564807476, 8.04837791732;http://lod.opentransportdata.swiss/didok/8502102
OEN;Oensingen;2018;SO;SBB;5300;6000;3700.0;Ohne asm.;Sans ASM.;Senza ASM.;Without ASM.;47.2850232125, 7.70985469445;http://lod.opentransportdata.swiss/didok/8500212
OPP;Oppikon;2018;TG;THURBO;50;50;50.0;;;;;47.5520637371, 9.06209186806;http://lod.opentransportdata.swiss/didok/8506185
OR;Oron;2018;VD;CFF;50;50;50.0;;;;;46.5725335165, 6.83710274179;http://lod.opentransportdata.swiss/didok/8504020
ORT;Oberriet;2018;SG;SBB;400;450;280.0;;;;;47.3234789515, 9.57136707107;http://lod.opentransportdata.swiss/didok/8509400
OSBE;Ospizio Bernina;2018;GR;RhB;280;280;290.0;;;;;46.4087626585, 10.019711489;http://lod.opentransportdata.swiss/didok/8509356
OTH;Othmarsingen;2018;AG;SBB;1200;1500;580.0;;;;;47.4074269011, 8.21478836445;http://lod.opentransportdata.swiss/didok/8502105
PEI;Peist;2018;GR;RhB;50;50;50.0;;;;;46.8295036131, 9.6716326974;http://lod.opentransportdata.swiss/didok/8509154
PRSR;Pratteln Salina Raurica;2018;BL;SBB;980;1100;680.0;;;;;47.5305742249, 7.70986947527;http://lod.opentransportdata.swiss/didok/8517131
PU;Pully;2018;VD;CFF;2100;2500;1300.0;;;;;46.5109189922, 6.65946254087;http://lod.opentransportdata.swiss/didok/8501121
PUI;Puidoux-Chexbres;2018;VD;CFF;1400;1800;580.0;;;;;46.493832083, 6.76568624893;http://lod.opentransportdata.swiss/didok/8504012
PUN;Pully-Nord;2018;VD;CFF;690;880;260.0;;;;;46.5146692019, 6.65798812442;http://lod.opentransportdata.swiss/didok/8504000
REID;Reiden;2018;LU;SBB;1500;1800;870.0;;;;;47.2414629092, 7.96875676951;http://lod.opentransportdata.swiss/didok/8502003
RG;Reichenburg;2018;SZ;SBB;180;240;50.0;Reduzierte Betriebszeiten S27;Horaires d’exploitation du S27 réduits;Orari d’esercizio ridotti della S 27.;Reduced operating times for S27;47.1726951083, 8.98230203354;http://lod.opentransportdata.swiss/didok/8503223
RH;Romanshorn;2018;TG;SBB;10400;11300;8500.0;;;;;47.5655269844, 9.37936259732;http://lod.opentransportdata.swiss/didok/8506121
RI;Richterswil;2018;ZH;SBB;4800;5400;3400.0;;;;;47.2083677131, 8.70746042267;http://lod.opentransportdata.swiss/didok/8503207
RIN;Ringgenberg;2018;BE;ZB;90;100;90.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;46.703860644, 7.89981420136;http://lod.opentransportdata.swiss/didok/8508301
RK;Rotkreuz;2018;ZG;SBB;14400;17300;8000.0;;;;;47.1417586665, 8.43047453438;http://lod.opentransportdata.swiss/didok/8502202
ROBG;Roggwil-Berg;2018;TG;SOB;300;340;210.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4855867173, 9.39201271083;http://lod.opentransportdata.swiss/didok/8506394
ROTH;Rothenbrunnen;2018;GR;RhB;150;180;70.0;;;;;46.7678602221, 9.41960905395;http://lod.opentransportdata.swiss/didok/8509186
RSHF;Rorschach Hafen;2018;SG;SBB;990;1100;760.0;Ohne AB.;Sans AB.;Senza AB.;Without AB.;47.4785940343, 9.49290567677;http://lod.opentransportdata.swiss/didok/8506306
RUEM;Rümlang;2018;ZH;SBB;4200;4900;2600.0;;;;;47.4540663116, 8.53274503651;http://lod.opentransportdata.swiss/didok/8503311
RUET;Rüti GL;2018;GL;SBB;150;170;100.0;Ohne Bahnbusse.;Sans bus de ligne.;Senza autobus della ferrovia.;Without rail buses.;46.934547281, 9.01302543269;http://lod.opentransportdata.swiss/didok/8503238
RUS;Russin;2018;GE;CFF;250;290;140.0;;;;;46.187771194, 6.01755436893;http://lod.opentransportdata.swiss/didok/8501002
RW;Rapperswil;2018;SG;SBB;21200;22900;17400.0;;;;;47.2248877672, 8.81673057998;http://lod.opentransportdata.swiss/didok/8503110
SAAS;Saas;2018;GR;RhB;90;90;100.0;;;;;46.9076485396, 9.8099466307;http://lod.opentransportdata.swiss/didok/8509065
SBAD;Schinznach Bad;2018;AG;SBB;480;570;300.0;;;;;47.4517752695, 8.16692832223;http://lod.opentransportdata.swiss/didok/8502116
SCHN;Schlattingen;2018;TG;SBB;210;230;160.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.6666263051, 8.77041438581;http://lod.opentransportdata.swiss/didok/8503429
SCOE;Schönenwerd SO;2018;SO;SBB;1500;1800;780.0;;;;;47.3714221617, 8.00015594913;http://lod.opentransportdata.swiss/didok/8502112
SD;Saland;2018;ZH;SBB;180;180;170.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.3942126094, 8.85420315671;http://lod.opentransportdata.swiss/didok/8506009
SEU;Seuzach;2018;ZH;SBB;1600;1900;1000.0;;;;;47.5357677342, 8.73886853866;http://lod.opentransportdata.swiss/didok/8506020
SHAU;Siegershausen;2018;TG;THURBO;130;140;100.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.6109165826, 9.1682387933;http://lod.opentransportdata.swiss/didok/8506195
SKY;Sennhof-Kyburg;2018;ZH;SBB;580;670;390.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.4651737084, 8.76033034905;http://lod.opentransportdata.swiss/didok/8506003
SMOR;St. Moritz;2018;GR;RhB;3600;3300;4300.0;;;;;46.4979672615, 9.84639099719;http://lod.opentransportdata.swiss/didok/8509253
SN;S. Nazzaro;2018;TI;FFS;50;50;50.0;;;;;46.1351651392, 8.80705386556;http://lod.opentransportdata.swiss/didok/8505407
SOM;Sommerau;2018;BL;SBB;50;50;50.0;;;;;47.4390111569, 7.85146338126;http://lod.opentransportdata.swiss/didok/8500032
STB;Steinebrunn;2018;TG;SOB;140;150;100.0;;;;;47.5315345098, 9.34983964909;http://lod.opentransportdata.swiss/didok/8506397
STET;Stettbach;2018;ZH;SBB;21600;25800;12300.0;;;;;47.3972121248, 8.59613281648;http://lod.opentransportdata.swiss/didok/8503147
STKT;St. Katharinental;2018;TG;SBB;180;200;130.0;;;;;47.6875587749, 8.73201759728;http://lod.opentransportdata.swiss/didok/8506148
STMR;Steinmaur;2018;ZH;SBB;1100;1300;690.0;;;;;47.4899801946, 8.4468407224;http://lod.opentransportdata.swiss/didok/8503316
SW;Solothurn West;2018;SO;SBB;1400;1700;840.0;;;;;47.2067084108, 7.53194511273;http://lod.opentransportdata.swiss/didok/8500206
TA;Tavannes;2018;BE;CFF;1600;1900;970.0;Ohne CJ.;Sans CJ.;Senza CJ.;Without CJ.;47.2198385551, 7.20163489763;http://lod.opentransportdata.swiss/didok/8500100
TD;Tann-Dürnten;2018;ZH;SBB;160;180;110.0;Durchschnittswert 2018 durch Streckensperrung beeinträchtigt.;Valeur moyenne 2018 à la baisse en raison de l’interdiction de tronçon.;Valore medio 2018 compromesso dallo sbarramento di tratta.;Average value for 2018 impacted by line closure.;47.2683703417, 8.85270412923;http://lod.opentransportdata.swiss/didok/8503139
TEN;Tenero;2018;TI;FFS;1500;1600;1300.0;;;;;46.1774682553, 8.85022179541;http://lod.opentransportdata.swiss/didok/8505401
TG;Turgi;2018;AG;SBB;6300;7600;3200.0;;;;;47.4917545162, 8.25344123675;http://lod.opentransportdata.swiss/didok/8503503
TK;Tecknau;2018;BL;SBB;470;520;380.0;;;;;47.4457572594, 7.88760523024;http://lod.opentransportdata.swiss/didok/8500028
